drug_name,reaction_name,count
EFFEXOR XR,Heart rate increased,1
EFFEXOR XR,Musculoskeletal pain,1
EFFEXOR XR,Pain in extremity,1
EFFEXOR XR,Palpitations,1
DONEPEZIL,"Hallucination, visual",1
DONEPEZIL,Headache,1
DONEPEZIL,Insomnia,1
DONEPEZIL,Somnolence,1
DOXAZOSIN,Asthenia,1
ERBITUX SOLN FOR INF 5MG/ML,Alopecia,1
ERBITUX SOLN FOR INF 5MG/ML,Constipation,1
ERBITUX SOLN FOR INF 5MG/ML,Decreased appetite,1
ERBITUX SOLN FOR INF 5MG/ML,Dermatitis acneiform,1
ERBITUX SOLN FOR INF 5MG/ML,Diarrhoea,1
ERBITUX SOLN FOR INF 5MG/ML,Dry mouth,1
ERBITUX SOLN FOR INF 5MG/ML,Dysgeusia,1
ERBITUX SOLN FOR INF 5MG/ML,Dysphagia,1
ERBITUX SOLN FOR INF 5MG/ML,Hypersensitivity,1
ERBITUX SOLN FOR INF 5MG/ML,Nausea,1
ERBITUX SOLN FOR INF 5MG/ML,Oedema,1
ERBITUX SOLN FOR INF 5MG/ML,Peripheral sensory neuropathy,1
ERBITUX SOLN FOR INF 5MG/ML,Radiation skin injury,1
DURAGESIC-100,OVERDOSE,1
DUROTEP MT,Malignant neoplasm progression,1
DUROTEP MT,Wrong technique in drug usage process,1
ERBITUX SOLN FOR INF 5MG/ML,Vomiting,1
ESTRING,Weight increased,1
EVEROLIMUS,Epilepsy,1
EVEROLIMUS,Mood altered,1
EVEROLIMUS,Stomatitis,1
EXELON PATCH,Apparent death,1
EXELON PATCH,Cerebrovascular accident,1
EXELON PATCH,Decreased appetite,1
EXELON PATCH,Dementia Alzheimer^s type,1
EXELON PATCH,General physical health deterioration,1
EXELON PATCH,Hip fracture,1
EXELON PATCH,Skin burning sensation,1
EXELON PATCH,Weight decreased,1
EFFEXOR XR,Spinal disorder,1
ENBREL,Visual impairment,1
EPIVAL,Feeling abnormal,1
EXTAVIA,Hemiparesis,1
EXTAVIA,Major depression,1
EXTAVIA,Multiple sclerosis,1
EXTAVIA,Multiple sclerosis relapse,1
EXTAVIA,Quadriplegia,1
FANAPT,Gait disturbance,1
FANAPT,Oedema peripheral,1
"FEIBA 500 U INJEKTIO/INFUUSIOKUIVA-AINE JA LIUOTIN, LIUOSTA VARTEN",Arteriovenous fistula site complication,1
"FEIBA 500 U INJEKTIO/INFUUSIOKUIVA-AINE JA LIUOTIN, LIUOSTA VARTEN",Device issue,1
"FEIBA 500 U INJEKTIO/INFUUSIOKUIVA-AINE JA LIUOTIN, LIUOSTA VARTEN",Thrombosis,1
FEMARA,Blood glucose increased,1
FEMARA,Chest discomfort,1
FEMARA,Dry eye,1
ERBITUX SOLN FOR INF 5MG/ML,Skin fissures,1
ERBITUX SOLN FOR INF 5MG/ML,Skin reaction,1
ERBITUX SOLN FOR INF 5MG/ML,Stomatitis,1
FEMARA,Ocular hyperaemia,1
FETZIMA,Testicular torsion,1
FLUOROURACIL,Oesophagitis,1
FLUOROURACIL,Pericarditis,1
FLUOROURACIL,Pleural effusion,1
FLUOROURACIL,Pneumonitis,1
FLUOROURACIL,Radiation pneumonitis,1
FOLIC ACID,Haemoglobin decreased,1
FORTEO,Fall,1
FORTEO,Femur fracture,1
FUROSEMIDE,Drug ineffective,1
FUROSEMIDE,Pulmonary arterial hypertension,1
GABAPENTIN,Alopecia,1
GILENYA,Angina pectoris,1
EXJADE,Neoplasm progression,1
EXTAVIA,Dysaesthesia,1
GILENYA,Atrioventricular block first degree,1
GILENYA,Back pain,1
GILENYA,Balance disorder,1
GILENYA,Basal cell carcinoma,1
GILENYA,Central nervous system lesion,1
GILENYA,Chest pain,1
GILENYA,Cholelithiasis,1
GILENYA,Completed suicide,1
GILENYA,Dyspnoea,1
GILENYA,Fall,1
GILENYA,Feeling abnormal,1
GILENYA,Frustration,1
GILENYA,Headache,1
GILENYA,Hypoaesthesia,1
GILENYA,Increased appetite,1
FEMARA,Eye pain,1
BENLYSTA,Laryngeal oedema,1
GILENYA,Multiple sclerosis,1
GILENYA,Musculoskeletal pain,1
GILENYA,Neck pain,1
GILENYA,Nervousness,1
GILENYA,Neurogenic bladder,1
GILENYA,Peripheral swelling,1
GILENYA,Rheumatoid arthritis,1
GILENYA,Rheumatoid factor increased,1
GILENYA,Seborrhoeic keratosis,1
GILENYA,Skin lesion,1
GILENYA,Stress,1
GILENYA,Suicidal behaviour,1
GILENYA,Tremor,1
GILENYA,Weight increased,1
GILENYA,Arthralgia,1
GILENYA,Lymphadenopathy,1
BUSULFEX,Malignant neoplasm progression,1
BUSULFEX,Mucosal inflammation,1
BUSULFEX,Nephropathy toxic,1
BUSULFEX,Neurotoxicity,1
BUSULFEX,Off label use,1
BUSULFEX,Transplant failure,1
BUSULFEX,Venoocclusive disease,1
CALCIUM,Adverse event,1
CALCIUM,Blood count abnormal,1
CALCIUM,Chest discomfort,1
CALCIUM,Dyspnoea,1
CALCIUM,Haemorrhage,1
CALCIUM,Joint swelling,1
CAMPATH,Death,1
BENLYSTA,Face oedema,1
GLEEVEC,Anaemia,1
GLEEVEC,Blister,1
GLEEVEC,Blood potassium decreased,1
GLEEVEC,Blood pressure increased,1
GLEEVEC,Constipation,1
GLEEVEC,Depression,1
GLEEVEC,Fear of death,1
GLEEVEC,Fluid retention,1
GLEEVEC,Gastric cancer,1
GLEEVEC,Hepatic lesion,1
GLEEVEC,Hypothyroidism,1
GLEEVEC,Joint swelling,1
GLEEVEC,Local swelling,1
GLEEVEC,Malignant neoplasm progression,1
GLEEVEC,Nausea,1
GILENYA,Lymph node pain,1
HARNAL D (TAMSULOSIN HYDROCHLORIDE),Subdural haematoma,1
GLEEVEC,Pleural effusion,1
GLEEVEC,Pollakiuria,1
GLEEVEC,Product use issue,1
GLEEVEC,Swelling,1
GLEEVEC,Vomiting,1
GLIVEC,Abdominal pain upper,1
GLIVEC,Amnesia,1
GLIVEC,Epistaxis,1
GLIVEC,Gastrointestinal stromal tumour,1
GLIVEC,Haematochezia,1
GLIVEC,Haematocrit decreased,1
GLIVEC,Haemorrhage,1
GLIVEC,Intestinal obstruction,1
GLIVEC,Lower limb fracture,1
GLIVEC,Malignant neoplasm progression,1
HUMIRA,Blindness,1
HUMIRA,Blood cholesterol increased,1
GLIVEC,Mouth haemorrhage,1
GLIVEC,Rectal haemorrhage,1
GLIVEC,Syncope,1
GRANULOCYTE MACROPHAGE COLONY STIM FACTOR,Dehydration,1
HABITROL 21 MG,Depressed mood,1
HABITROL 21 MG,Nightmare,1
HABITROL 21 MG,Suicidal ideation,1
HALDOL,Dysarthria,1
HALDOL,Dysphagia,1
HALDOL,Oropharyngeal spasm,1
HALDOL,Psychomotor hyperactivity,1
HALDOL,Respiratory disorder,1
HALDOL,Salivary hypersecretion,1
HALDOL,Sensation of foreign body,1
HUMIRA,Gastric haemorrhage,1
HUMIRA,Gastrooesophageal reflux disease,1
HUMIRA,Hepatic failure,1
HUMIRA,Hyperhidrosis,1
HOLOXAN,Neurological decompensation,1
HUMAN CLOTTABLE PROTEIN/HUMAN THROMBIN,Adhesion,1
HUMAN CLOTTABLE PROTEIN/HUMAN THROMBIN,Embolism arterial,1
HUMAN CLOTTABLE PROTEIN/HUMAN THROMBIN,Haemarthrosis,1
HUMAN CLOTTABLE PROTEIN/HUMAN THROMBIN,Haemorrhage,1
HUMAN CLOTTABLE PROTEIN/HUMAN THROMBIN,Phlebitis,1
HUMAN CLOTTABLE PROTEIN/HUMAN THROMBIN,Pulmonary embolism,1
HUMAN CLOTTABLE PROTEIN/HUMAN THROMBIN,Skin necrosis,1
HUMIRA,Acute respiratory distress syndrome,1
HUMIRA,Amnesia,1
HUMIRA,Appendix disorder,1
HUMIRA,Arthropathy,1
HUMIRA,Malaise,1
HUMIRA,Mobility decreased,1
HUMIRA,Muscular weakness,1
HUMIRA,Mycobacterium tuberculosis complex test positive,1
HUMIRA,Nausea,1
HUMIRA,Oedema peripheral,1
HUMIRA,Breast cancer,1
HUMIRA,Bronchial carcinoma,1
HUMIRA,Chest discomfort,1
HUMIRA,Chest pain,1
HUMIRA,Cold sweat,1
HUMIRA,Colitis ulcerative,1
HUMIRA,Erythema,1
HUMIRA,Exposure to contaminated water,1
HUMIRA,Fall,1
HUMIRA,Feeling hot,1
HUMIRA,Psoriasis,1
HUMIRA,Pyrexia,1
HUMIRA,Respiratory arrest,1
HUMIRA,Sepsis,1
HUMIRA,Smear cervix abnormal,1
HUMIRA,Tooth disorder,1
HUMIRA,Tremor,1
HUMIRA,Hypoaesthesia,1
HUMIRA,Hyponatraemia,1
HUMIRA,Ileectomy,1
HUMIRA,Influenza,1
HUMIRA,Joint dislocation,1
HUMIRA,Local swelling,1
HUMIRA,Loss of consciousness,1
HUMIRA,Lower respiratory tract infection bacterial,1
HUMIRA,Lung infection,1
IBUPROFEN,Dyspepsia,1
IBUPROFEN,Dyspnoea,1
IBUPROFEN,Eye disorder,1
IBUPROFEN,Hypersensitivity,1
IBUPROFEN,Lip discolouration,1
IBUPROFEN,Lip swelling,1
IBUPROFEN,Malaise,1
IBUPROFEN,Off label use,1
HUMIRA,Oesophageal perforation,1
HUMIRA,Organising pneumonia,1
HUMIRA,Osteonecrosis,1
HUMIRA,Palpitations,1
HUMIRA,Pancreatitis,1
HUMIRA,Paraesthesia,1
HUMIRA,Pleural effusion,1
HUMIRA,Pneumonia,1
IBUPROFEN,Weight decreased,1
ILARIS,Drug ineffective,1
ILARIS,Pneumonia,1
IMATINIB,Breast cancer,1
IMATINIB,Metastases to lymph nodes,1
IMATINIB,Metastases to pleura,1
IMATINIB,Second primary malignancy,1
IMBRUVICA,Transient ischaemic attack,1
HUMIRA,Urinary tract infection bacterial,1
HUMIRA,Vaginal haemorrhage,1
HUMIRA,Weight decreased,1
"HUMULIN 30% REGULAR, 70% NPH",Blindness,1
IBRUTINIB,Traumatic haematoma,1
IBUPROFEN,Blister,1
IBUPROFEN,Chapped lips,1
IBUPROFEN,Consciousness fluctuating,1
INEGY,Renal failure acute,1
IRINOTECAN (UNKNOWN),Abdominal pain upper,1
IRINOTECAN (UNKNOWN),Diarrhoea,1
IRINOTECAN (UNKNOWN),Vomiting,1
IRON,Diarrhoea,1
ISTODAX,Platelet count decreased,1
IZOTONIK SODYUM KLOR?R PVC,Chills,1
IZOTONIK SODYUM KLOR?R PVC,Infusion site erythema,1
IBUPROFEN,Pain,1
IBUPROFEN,Rash generalised,1
IBUPROFEN,Renal impairment,1
IBUPROFEN,Scab,1
IBUPROFEN,Scar,1
IBUPROFEN,Skin disorder,1
IBUPROFEN,Skin exfoliation,1
IBUPROFEN,Stevens-Johnson syndrome,1
JAKAFI,Abdominal pain upper,1
JAKAFI,Abdominal tenderness,1
JAKAFI,Abnormal dreams,1
JAKAFI,Adverse reaction,1
JAKAFI,Arthralgia,1
JAKAFI,Blindness,1
JAKAFI,Blood cholesterol decreased,1
JAKAFI,Blood lactate dehydrogenase increased,1
IMPLANON,Abortion induced,1
IMPLANON,Drug dose omission,1
IMPLANON,Medical device complication,1
IMPLANON,Product quality issue,1
IMPLANON,Unintended pregnancy,1
INCIVEK,Injection site rash,1
INCIVEK,Rash erythematous,1
INCIVEK,White blood cell count decreased,1
BENLYSTA,Malaise,1
BENLYSTA,Nephrolithiasis,1
BISOPROLOL,Renal failure acute,1
BLINDED ALISKIREN,Lower gastrointestinal haemorrhage,1
BONIVA,Arthralgia,1
BONIVA,Diarrhoea,1
BONIVA,Headache,1
BONIVA,Vomiting,1
BUSULFEX,Acute graft versus host disease,1
BUSULFEX,Cardiotoxicity,1
BUSULFEX,Chronic graft versus host disease,1
BUSULFEX,Death,1
BUSULFEX,Gastrointestinal toxicity,1
BUSULFEX,Hepatotoxicity,1
BACLOFEN,B-lymphocyte count decreased,1
BACLOFEN,Gamma-glutamyltransferase increased,1
JAKAFI,Ear haemorrhage,1
JAKAFI,Ear infection,1
JAKAFI,Blood pressure increased,1
JAKAFI,Blood smear test abnormal,1
JAKAFI,Blood triglycerides decreased,1
JAKAFI,Blood urine present,1
JAKAFI,Bone marrow transplant,1
JAKAFI,Chronic sinusitis,1
JAKAFI,Crying,1
JAKAFI,Decreased appetite,1
JAKAFI,Deep vein thrombosis,1
JAKAFI,Depressed mood,1
JAKAFI,Depression,1
JAKAFI,Diabetes mellitus,1
JAKAFI,Discomfort,1
JAKAFI,Abdominal discomfort,1
BACLOFEN,T-lymphocyte count decreased,1
BACLOFEN,White blood cell count decreased,1
BELIMUMAB,Tuberculosis of central nervous system,1
BENDAMUSTINE,Malignant neoplasm progression,1
BENDAMUSTINE,Pancytopenia,1
BENLYSTA,Angioedema,1
BENLYSTA,Biliary tract disorder,1
BENLYSTA,Cholecystectomy,1
AZACITIDINE INJECTABLE,Corynebacterium infection,1
AZACITIDINE INJECTABLE,Enterobacter pneumonia,1
JAKAFI,Drug dispensing error,1
JAKAFI,Drug intolerance,1
JAKAFI,Drug prescribing error,1
JAKAFI,Dry mouth,1
JAKAFI,Dry throat,1
JAKAFI,Dyspepsia,1
JAKAFI,Ecchymosis,1
JAKAFI,Endodontic procedure,1
JAKAFI,Eye disorder,1
JAKAFI,Eye haemorrhage,1
JAKAFI,Feeling cold,1
JAKAFI,Feeling hot,1
JAKAFI,Fluid retention,1
JAKAFI,Generalised oedema,1
JAKAFI,Graft versus host disease,1
JAKAFI,Haematochezia,1
BACLOFEN,Kaposi^s sarcoma,1
BACLOFEN,Lymphocyte count decreased,1
BACLOFEN,Mean platelet volume decreased,1
BACLOFEN,Monocyte count decreased,1
BACLOFEN,Neutrophil count decreased,1
BACLOFEN,Skin lesion,1
JAKAFI,Medication error,1
JAKAFI,Mental status changes,1
JAKAFI,Migraine,1
JAKAFI,Nasal congestion,1
JAKAFI,Hair texture abnormal,1
JAKAFI,Hepatic enzyme increased,1
JAKAFI,Hepatic failure,1
JAKAFI,Hyperhidrosis,1
JAKAFI,Hypersensitivity,1
JAKAFI,Hypertension,1
JAKAFI,Hypothyroidism,1
JAKAFI,Inappropriate schedule of drug administration,1
JAKAFI,Incontinence,1
JAKAFI,Increased tendency to bruise,1
JAKAFI,Influenza,1
JAKAFI,Influenza like illness,1
JAKAFI,No therapeutic response,1
JAKAFI,Odynophagia,1
JAKAFI,Oesophageal pain,1
JAKAFI,Off label use,1
JAKAFI,Oral mucosal erythema,1
JAKAFI,Oral pain,1
JAKAFI,Oropharyngeal pain,1
JAKAFI,Pain in extremity,1
JAKAFI,Pain in jaw,1
JAKAFI,Paraesthesia,1
JAKAFI,Intraocular pressure increased,1
JAKAFI,Jaundice,1
JAKAFI,Laboratory test abnormal,1
JAKAFI,Lip dry,1
JAKAFI,Local swelling,1
JAKAFI,Mass,1
JAKAFI,Neuralgia,1
AZACITIDINE INJECTABLE,Fluid overload,1
AZACITIDINE INJECTABLE,Infected cyst,1
AZACITIDINE INJECTABLE,Pharyngitis,1
AZILECT,Blood pressure increased,1
AZILECT,Confusional state,1
AZILECT,Depression,1
AZILECT,Disease progression,1
AZILECT,Dyskinesia,1
AZILECT,Hypertension,1
AZILECT,Movement disorder,1
AZILECT,Musculoskeletal stiffness,1
AZILECT,Tremor,1
AUBAGIO,Mobility decreased,1
JAKAFI,Nightmare,1
JAKAFI,No adverse event,1
JAKAFI,Skin lesion,1
JAKAFI,Skin sensitisation,1
JAKAFI,Sneezing,1
JAKAFI,Somnolence,1
JAKAFI,Staphylococcal infection,1
JAKAFI,Testicular swelling,1
JAKAFI,Peripheral swelling,1
JAKAFI,Pneumonia,1
JAKAFI,Pollakiuria,1
JAKAFI,Polycythaemia,1
JAKAFI,Productive cough,1
JAKAFI,Prostatic haemorrhage,1
JAKAFI,Pulmonary congestion,1
JAKAFI,Pulmonary embolism,1
JAKAFI,Rash papular,1
JAKAFI,Red blood cell count decreased,1
JAKAFI,Thrombotic microangiopathy,1
JAKAFI,Tooth loss,1
JAKAFI,Treatment noncompliance,1
JAKAFI,Urinary tract infection,1
JAKAFI,Vision blurred,1
JAKAFI,Vitreous floaters,1
JAKAFI,Weight decreased,1
JAKAFI,Weight loss poor,1
JAKAFI,White blood cell count abnormal,1
JAKAFI,Renal impairment,1
JAKAFI,Rhinorrhoea,1
JAKAFI,Sensitivity of teeth,1
JAKAFI,Sinus disorder,1
JAKAFI,Skin cancer,1
JAKAFI,Skin disorder,1
JAKAFI,Skin irritation,1
JAKAFI,Wrong technique in product usage process,1
JANUMET,Anxiety,1
JANUMET,Emotional disorder,1
JANUMET,Emotional distress,1
JANUMET,Lymphadenopathy,1
JANUMET,Metastases to liver,1
JANUMET,Metastases to lung,1
JANUMET,Metastases to retroperitoneum,1
JANUMET,Metastases to spine,1
JANUMET,Metastases to thorax,1
JANUMET,Metastasis,1
JANUMET,Neoplasm malignant,1
JANUMET,Pancreatic carcinoma metastatic,1
JAKAFI,Thermal burn,1
JAKAFI,Thinking abnormal,1
JAKAFI,Thrombocytopenia,1
AUBAGIO,Muscular weakness,1
AUBAGIO,Nausea,1
AUBAGIO,Pain,1
AUBAGIO,Panic attack,1
AUBAGIO,Pneumonia,1
AUBAGIO,Rash pruritic,1
AUBAGIO,Rhinalgia,1
AUBAGIO,Rhinorrhoea,1
AUBAGIO,Seizure,1
AUBAGIO,Surgery,1
AUBAGIO,Tongue disorder,1
AUBAGIO,Urinary incontinence,1
AVASTIN,Death,1
ASMANEX TWISTHALER,Product quality issue,1
ASMANEX TWISTHALER,Syncope,1
JAKAFI,Wound haemorrhage,1
JANUMET,Peripheral venous disease,1
JANUMET,Prostate cancer,1
JANUMET,Renal cyst,1
JANUVIA,Abdominal pain upper,1
JANUVIA,Blood glucose increased,1
JANUVIA,Diarrhoea,1
JANUVIA,Pancreatitis acute,1
JZOLOFT,Breast cancer,1
KALETRA,Foetal exposure during pregnancy,1
KALETRA,Foetal heart rate decreased,1
KALETRA,Foetal heart rate increased,1
KALYDECO,Asthenia,1
KALYDECO,Ear infection,1
KALYDECO,Increased viscosity of bronchial secretion,1
KALYDECO,Sinus disorder,1
KERI ORIGINAL,Dry eye,1
KERI ORIGINAL,Lacrimation increased,1
KERI ORIGINAL,Ocular hyperaemia,1
KETOPROFEN,Drug interaction,1
KETOPROFEN,Erythema,1
KETOPROFEN,Pruritus,1
KETOPROFEN,Urticaria,1
KLACID,Drug ineffective,1
KLACID,Pruritus,1
KLACID,Rash generalised,1
KLACID,Swollen tongue,1
KYNAMRO,Abdominal pain upper,1
KYNAMRO,Alanine aminotransferase increased,1
KYNAMRO,Aspartate aminotransferase increased,1
KYNAMRO,Fatigue,1
KYNAMRO,Injection site discolouration,1
KYNAMRO,Injection site pruritus,1
LETAIRIS,Bone pain,1
LETAIRIS,Catheter site inflammation,1
LETAIRIS,Cellulitis,1
LETAIRIS,Central venous catheterisation,1
LETAIRIS,Chemotherapy,1
LETAIRIS,Chest discomfort,1
LETAIRIS,Condition aggravated,1
KYNAMRO,Unevaluable event,1
LASIX,Oedema,1
LASIX,Weight decreased,1
LETAIRIS,Abdominal distension,1
LETAIRIS,Abdominal pain upper,1
LETAIRIS,Abnormal sensation in eye,1
LETAIRIS,Arthritis,1
LETAIRIS,Auricular haematoma,1
LETAIRIS,Back disorder,1
AUBAGIO,Condition aggravated,1
AUBAGIO,Diarrhoea,1
AUBAGIO,Drug dose omission,1
AUBAGIO,Dry skin,1
AUBAGIO,Facial pain,1
AUBAGIO,Fatigue,1
AUBAGIO,Hyperventilation,1
AUBAGIO,Hypoaesthesia,1
AUBAGIO,Hypotension,1
AUBAGIO,Insomnia,1
AMPYRA,Renal failure,1
AMPYRA,Renal failure acute,1
LETAIRIS,Blood glucose increased,1
LETAIRIS,Blood potassium increased,1
LETAIRIS,Blood pressure decreased,1
LETAIRIS,Body temperature,1
LETAIRIS,Fibrosis,1
LETAIRIS,Fluid overload,1
LETAIRIS,Gastric disorder,1
LETAIRIS,Gingivitis,1
LETAIRIS,Death,1
LETAIRIS,Dental pulp disorder,1
LETAIRIS,Depression,1
LETAIRIS,Dizziness exertional,1
LETAIRIS,Dry mouth,1
LETAIRIS,Ear infection,1
LETAIRIS,Ear pruritus,1
LETAIRIS,Blister,1
LETAIRIS,Blood count abnormal,1
AUBAGIO,Abdominal distension,1
AUBAGIO,Acne,1
AUBAGIO,Anxiety,1
AMPYRA,Electrolyte imbalance,1
LETAIRIS,Heart rate increased,1
LETAIRIS,Hepatic enzyme decreased,1
LETAIRIS,Hiccups,1
LETAIRIS,Hypertension,1
LETAIRIS,Hypoaesthesia,1
LETAIRIS,Hypotension,1
LETAIRIS,Hypoxia,1
LETAIRIS,Increased appetite,1
LETAIRIS,Ear swelling,1
LETAIRIS,Epistaxis,1
LETAIRIS,Eructation,1
LETAIRIS,Erythema,1
LETAIRIS,Excessive cerumen production,1
LETAIRIS,Extrasystoles,1
LETAIRIS,Facial pain,1
LETAIRIS,Haemorrhage,1
AMPYRA,Renal function test abnormal,1
AMPYRA,Skin discolouration,1
AMPYRA,Swollen tongue,1
AMPYRA,Throat irritation,1
AMPYRA,Tongue injury,1
AMPYRA,Urinary tract infection,1
AMPYRA,Wheelchair user,1
AMPYRA,Wrist fracture,1
"ANTIOXIDENT MULTIPLE VITAMINS (A,D,E,K-INTENSIVE) AND MINERALS",Diarrhoea,1
ARKOLAMYL,Cognitive disorder,1
ARKOLAMYL,Psychotic behaviour,1
ASMANEX TWISTHALER,Drug dose omission,1
ASMANEX TWISTHALER,Drug ineffective,1
ASMANEX TWISTHALER,Expired drug administered,1
AMPYRA,Dyspepsia,1
LETAIRIS,No therapeutic response,1
LETAIRIS,Obstruction,1
LETAIRIS,Oral herpes,1
LETAIRIS,Oxygen consumption increased,1
LETAIRIS,Infusion site infection,1
LETAIRIS,Injury,1
LETAIRIS,Intervertebral disc protrusion,1
LETAIRIS,Intra-uterine contraceptive device insertion,1
LETAIRIS,Jaundice,1
LETAIRIS,Laboratory test abnormal,1
LETAIRIS,Ligament sprain,1
LETAIRIS,Liver disorder,1
LETAIRIS,Localised oedema,1
LETAIRIS,Lung transplant,1
LETAIRIS,Middle insomnia,1
LETAIRIS,Migraine,1
LETAIRIS,Myalgia,1
AMPYRA,Hysterectomy,1
AMPYRA,Joint injury,1
AMPYRA,Laceration,1
AMPYRA,Loss of consciousness,1
AMPYRA,Malaise,1
AMPYRA,Multiple sclerosis relapse,1
AMPYRA,Muscular weakness,1
AMPYRA,Nasal discomfort,1
AMPYRA,Nausea,1
AMPYRA,Paraesthesia,1
AMPYRA,Pruritus,1
AMN107,Dizziness,1
AMN107,Hypoaesthesia,1
LETAIRIS,Nasal disorder,1
LETAIRIS,Nasal dryness,1
LETAIRIS,Staphylococcal infection,1
LETAIRIS,Stent placement,1
LETAIRIS,Therapeutic response decreased,1
LETAIRIS,Thirst,1
LETAIRIS,Paraesthesia,1
LETAIRIS,Peripheral vascular disorder,1
LETAIRIS,Pharyngitis,1
LETAIRIS,Pneumonia,1
LETAIRIS,Pollakiuria,1
LETAIRIS,Polyuria,1
LETAIRIS,Poor quality sleep,1
LETAIRIS,Presyncope,1
LETAIRIS,Respiratory disorder,1
LETAIRIS,Respiratory tract congestion,1
LETAIRIS,Respiratory tract infection,1
LETAIRIS,Muscle disorder,1
AMITRIPTYLINE,Asthenia,1
LETAIRIS,Tooth extraction,1
LETAIRIS,Toothache,1
LETAIRIS,Trigeminal neuralgia,1
LETAIRIS,Vein disorder,1
LETAIRIS,Visual impairment,1
LETAIRIS,Weight decreased,1
LETAIRIS,Weight fluctuation,1
LETAIRIS,Wheezing,1
LETAIRIS,Rhinorrhoea,1
LETAIRIS,Rosacea,1
LETAIRIS,Scab,1
LETAIRIS,Seasonal allergy,1
LETAIRIS,Sinus congestion,1
LETAIRIS,Skin atrophy,1
LETAIRIS,Sleep disorder,1
LISINOPRIL HCTZ,Panic attack,1
AMPYRA,Abasia,1
AMPYRA,Alcohol detoxification,1
AMPYRA,Alcohol withdrawal syndrome,1
AMPYRA,Asthenia,1
AMPYRA,Back pain,1
AMPYRA,Constipation,1
AMPYRA,Convulsion,1
AMPYRA,Dehydration,1
AMPYRA,Depression,1
AMPYRA,Diarrhoea,1
AMPYRA,Dizziness,1
AMPYRA,Drug effect decreased,1
AMPYRA,Drug ineffective,1
AMPYRA,Dysarthria,1
AMITRIPTYLINE,Apathy,1
LYRICA,Alanine aminotransferase increased,1
LYRICA,Aspartate aminotransferase increased,1
LYRICA,Blood creatinine increased,1
LIPITOR,Drug hypersensitivity,1
LIPITOR,Neuropathy peripheral,1
LIPITOR,Visual impairment,1
LISINOPRIL HCTZ,Bipolar disorder,1
LISINOPRIL HCTZ,Cold sweat,1
LISINOPRIL HCTZ,Dehydration,1
LISINOPRIL HCTZ,Dysgeusia,1
LISINOPRIL HCTZ,Hyperhidrosis,1
LISINOPRIL HCTZ,Hyperlipidaemia,1
LISINOPRIL HCTZ,Hypertension,1
LISINOPRIL HCTZ,Insomnia,1
LISINOPRIL HCTZ,Nausea,1
LISINOPRIL HCTZ,Night sweats,1
LYRICA,Frustration,1
LYRICA,Ligament sprain,1
LYRICA,Limb traumatic amputation,1
LYRICA,Nerve compression,1
LYRICA,Oedema peripheral,1
LYRICA,Off label use,1
LYRICA,Ophthalmological examination abnormal,1
LO LOESTRIN FE,Embedded device,1
LO LOESTRIN FE,Emotional distress,1
LO LOESTRIN FE,Injury,1
LO LOESTRIN FE,Pain,1
LUCRIN,Unevaluable event,1
LUPRON DEPOT,Abortion spontaneous,1
LUPRON DEPOT,Death,1
LYRICA,Abasia,1
LYRICA,Activities of daily living impaired,1
LYRICA,Visual acuity reduced,1
LYRICA,Weight increased,1
METFORMIN,Erysipelas,1
METFORMIN,Sepsis,1
METHYLPREDNISOLONE ACETATE,Diabetes mellitus,1
METHYLPREDNISOLONE ACETATE,Endocarditis staphylococcal,1
METOTRESSATO TEVA,Mucosal inflammation,1
METRONIDAZOLE (UNKNOWN),Pharyngeal oedema,1
MICROPAKINE,Alopecia,1
MICROPAKINE,Cognitive disorder,1
LYRICA,Drug ineffective for unapproved indication,1
LYRICA,Dry eye,1
LYRICA,Dry mouth,1
LYRICA,Eye haemorrhage,1
LYRICA,Fall,1
LYRICA,Foot fracture,1
AMITRIPTYLINE,Drug level increased,1
AMITRIPTYLINE,Emotional distress,1
AMITRIPTYLINE,Feeling abnormal,1
AMITRIPTYLINE,Gastrooesophageal reflux disease,1
AMITRIPTYLINE,General physical health deterioration,1
AMITRIPTYLINE,Injury,1
AMITRIPTYLINE,Malaise,1
AMITRIPTYLINE,Peripheral artery thrombosis,1
AMITRIPTYLINE,Pneumonia,1
AMITRIPTYLINE,Psychotic disorder,1
AMITRIPTYLINE,Suicidal ideation,1
ALENDRONATE SODIUM,Rib fracture,1
ALENDRONATE SODIUM,Squamous cell carcinoma of skin,1
LYRICA,Road traffic accident,1
LYRICA,Somnolence,1
LYRICA,Vasculitis,1
MIRTAZAPINE,Anger,1
MIRTAZAPINE,Blepharospasm,1
MIRTAZAPINE,Suicidal ideation,1
MIRTAZAPINE,Violence-related symptom,1
MIRENA,Abdominal pain lower,1
MIRENA,Amenorrhoea,1
MIRENA,Back pain,1
MIRENA,Breast cancer,1
MIRENA,Chemical poisoning,1
MIRENA,Depressed mood,1
MIRENA,Device difficult to use,1
MIRENA,Device misuse,1
MIRENA,Drug ineffective,1
LYRICA,Pain,1
LYRICA,Pain in extremity,1
AMITRIPTYLINE,Cerebrovascular arteriovenous malformation,1
NASACORT ALLERGY,Therapeutic response decreased,1
NEORAL,Adenovirus infection,1
NEORAL,BK virus infection,1
NEORAL,Cystitis haemorrhagic,1
NEORAL,Graft versus host disease,1
NEORAL,Pulmonary alveolar haemorrhage,1
MIRENA,Menorrhagia,1
MIRENA,Neck pain,1
